com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
"C00439992","KEYSTONE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00439992","","KEYSTONE VICTORY FUND","$329,291.20","$298,228.80","$39,049.93","2014-12-31"
"C00436295","KEYSTONE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00436295","","JIM GERLACH","$27,507.00","$35,509.50",,"2014-03-31"
"C00365551","KPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365551","HUTCHISON, KAY BAILEY","HUTCHISON","$5,000.00","$18,057.90","$31,808.30","2014-12-31"
"C00095059","L.A. P.A.C.","http://docquery.fec.gov/cgi-bin/fecimg/?C00095059","WAXMAN, HENRY","","$20,190.00","$40,512.30","$59,452.13","2014-12-31"
"C00492058","LANK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492058","","","$118,015.00","$89,351.90","$75,046.28","2014-12-31"
"C00492033","LATINO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492033","","CALPAC - CALIFORNIA AGGRESSIVE LEADERSHIP",,"$1,630.80",,"2013-12-31"
"C00494302","LEAD ENCOURAGE ELECT PAC - LEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00494302","LEE, MIKE","LEE","$68,000.00","$51,109.80","$18,561.48","2014-12-31"
"C00491043","LEAD YOUR  NATION NOW PAC  (LYNN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00491043","JENKINS, LYNN","JENKINS","$351,860.00","$350,954.30","$18,861.40","2014-12-31"
"C00564369","LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE AKA LOU PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564369","","LOU BARLETTA","$42,000.00","$37,570.10","$4,429.89","2014-12-31"
"C00410241","LEADERSHIP EMPOWERMENT AND DEVELOPMENT POLITICAL ACTION COMMITTEE (LEAD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00410241","","GONZALEZ, CHARLES A",,"$4,634.40",,"2013-08-14"
"C00485540","LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00485540","LATTA, ROBERT","LATTA","$51,500.00","$63,181.70","$12,154.33","2014-12-31"
"C00342378","LEADERSHIP FOR AMERICA'S FUTURE PAC (LEAD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00342378","SHADEGG, JOHN B.","",,"$942.30",,"2014-12-31"
"C00456913","LEADERSHIP FOR AMERICAN OPPORTUNITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00456913","FATTAH, CHAKA","FATTAH","$26,250.00","$19,679.50","$11,893.91","2014-12-31"
"C00299149","LEADERSHIP FOR TODAY AND TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?C00299149","","XAVIER BACERRA","$496,301.00","$525,295.20","$34,851.13","2014-12-31"
"C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00366179","","","$22.50","$12,789.70","$552.83","2014-12-31"
"C00530774","LEADERSHIP RESPONSIBILITY AND ACTION PAC AKA LRA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00530774","ROYBAL-ALLARD, LUCILLE","ROYBAL-ALLARD","$30,000.00","$39,777.90","$4,210.11","2014-12-31"
"C00345124","LEADING ORANGE COUNTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00345124","SANCHEZ, LORETTA","SANCHEZ","$38,660.00","$45,246.80","$190.93","2014-12-31"
"C00408054","LEADING US IN SUCCESS POLITICAL ACTION COMMITTEE (LUIS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00408054","FORTUNO, LUIS","FORTUNO","$5,789.10","$15,556.20",,"2014-04-18"
"C00385534","LEGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00385534","CARDIN, BENJAMIN L","CARDIN","$295,839.60","$322,786.90","$51,556.03","2014-12-31"
"C00492538","LIBERTY & PROSPERITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492538","","RODNEY P. FRELINGHUYSEN","$169,075.00","$179,169.50","$9,082.06","2014-12-31"
"C00521310","LIBERTY FUND; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00521310","","","$62,700.00","$56,729.40","$9,936.92","2014-12-31"
"C00234641","LIBERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00234641","PAUL, RON","","$148,807.20","$255,110.50","$2,219.06","2014-12-31"
"C00446625","LIBERTY PROJECT","http://docquery.fec.gov/cgi-bin/fecimg/?C00446625","","HONORABLE RANDY NEUGEBAUER","$281,115.70","$259,638.50","$51,376.25","2014-12-31"
"C00491241","LINCOLN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491241","","KIRK VICTORY COMMITTEE","$507,808.60","$487,686.50","$34,482.85","2014-12-31"
"C00426965","LIVABLE COMMUNITIES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00426965","GRIJALVA, REP. RAUL M","GRIJALVA","$32,480.90","$30,728.00","$2,683.78","2014-12-31"
"C00497073","LOBO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497073","","SENATOR MARTIN HEINRICH","$541,660.40","$576,949.90","$6,863.40","2014-12-31"
"C00415208","LONE STAR LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415208","","MICHAEL BURGESS","$404,861.50","$316,555.70","$99,772.15","2014-12-31"
"C00553347","LONE STAR VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00553347","","PETE GALLEGO","$34,800.00","$31,097.60","$3,702.37","2014-12-31"
"C00459305","LONG LEAF PINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459305","","","$553,362.50","$512,230.50","$95,863.12","2014-12-31"
"C00402602","LONGHORN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402602","","LAMAR SMITH","$301,403.00","$303,476.90","$10,671.86","2014-12-31"
"C00486613","LOUISE'S PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486613","SLAUGTHER, LOUISE","SLAUGTHER","$10,000.00","$9,086.80","$7,413.21","2014-12-31"
"C00409631","LOUISIANA REFORM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409631","","DAVID VITTER","$260,200.00","$218,337.40","$44,576.41","2014-12-31"
"C00466904","LOUISIANA VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00466904","FLEMING, JOHN","FLEMING","$127,650.00","$142,383.70","$23,639.05","2014-12-31"
"C00365270","M-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365270","","PATTY MURRAY","$576,330.00","$580,334.40","$48,902.95","2014-12-31"
"C00461251","MAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00461251","MCGOVERN, JAMES","MCGOVERN","$10,000.00","$3,212.50","$7,633.24","2014-12-31"
"C00426809","MADISON PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00426809","NEAL, RICHARD E MR.","NEAL","$390,550.00","$180,991.60","$636,424.56","2014-12-31"
"C00343574","MAINSTREAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00343574","LOFGREN, ZOE","","$48,900.00","$58,726.50","$5,343.41","2014-12-31"
"C00565630","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565630","","MARIO DIAZ-BALART","$21,000.00","$7,761.30","$13,238.73","2014-12-31"
"C00428052","MAJORITY COMMITTEE PAC--MC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428052","MCCARTHY, KEVIN","MCCARTHY","$3,298,846.00","$2,730,502.90","$625,252.41","2014-12-31"
"C00402909","MAJORITY IN CONGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402909","MICA, JOHN","MICA","$45,260.00","$34,134.80","$21,929.67","2014-12-31"
"C00370791","MAJORITY INITIATIVE TO KEEP ELECTING REPUBLICANS FUND A.K.A MIKE R FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00370791","","LEADERSHIP VICTORY FUND","$305,541.30","$317,719.70",,"2014-11-24"
"C00495705","MAKE IT IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495705","GARAMENDI, CONGRESSMAN JOHN","GARAMENDI","$39,400.00","$36,371.90","$7,732.44","2014-12-31"
"C00552539","MAKE IT WORK","http://docquery.fec.gov/cgi-bin/fecimg/?C00552539","","ANGUS KING","$41,000.00","$35,827.10","$5,172.86","2014-12-31"
"C00524611","MAKE OPPORTUNITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00524611","","MO BROOKS","$54,725.00","$56,661.30","$24,061.86","2014-12-31"
"C00494500","MAKE SCHIFF HAPPEN","http://docquery.fec.gov/cgi-bin/fecimg/?C00494500","","PETER SCHIFF","$50.00","$87.20","$2,121.10","2013-08-30"
"C00562330","MAKING A REAL CHANGE - MARC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00562330","","MARC ALLISON VEASEY","$35,250.00","$31,476.00","$3,773.96","2014-12-31"
"C00409276","MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA  (MARSHA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00409276","","MARSHA BLACKBURN","$166,700.20","$136,150.30","$43,023.15","2014-12-31"
"C00563429","MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00563429","","THOMAS H MASSIE","$62,735.00","$56,112.30","$6,622.68","2014-12-31"
"C00555086","MAKING ACTIONS COUNT POLITICAL ACTION COMMITTEE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00555086","MCALLISTER, VANCE MICHAEL","MCALLISTER","$11,500.00","$10,681.10","$818.94","2014-12-31"
"C00445379","MAKING AMERICA PROSPEROUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00445379","","BRADY VICTORY FUND","$435,445.80","$452,676.90","$36,718.52","2014-12-31"
"C00547448","MAKING AMERICANS COUNT PAC AKA MAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00547448","","MATT CARTWRIGHT","$30,020.00","$15,919.70","$14,100.26","2014-12-31"
"C00392134","MAKING BUSINESS EXCEL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00392134","","ENZI FOR US SENATE","$337,402.40","$337,764.80","$33,703.98","2014-12-31"
"C00564658","MAKING INVESTMENTS MAJORITY INSURED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564658","","MIMI WALTERS","$121,250.00","$116,398.80","$4,851.21","2014-12-31"
"C00486738","MANY INDIVIDUAL CONSERVATIVES HELPING ELECT LEADERS EVERYWHERE (MICHELEPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00486738","BACHMANN, MICHELE","BACHMANN","$630,750.80","$604,287.50","$78,373.45","2014-12-31"
"C00542621","MAPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542621","","PETER WELCH","$104,500.00","$85,681.00","$18,819.01","2014-12-31"
"C00502591","MARKETPLACE IDEAS AND CONSERVATIVE KNOWLEDGE PAC-MICK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502591","","JOHN MICHAEL 'MICK' MULVANEY","$39,000.00","$29,620.10","$10,593.30","2014-12-31"
"C00492868","MARLIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492868","STUTZMAN, MARLIN A","STUTZMAN","$71,150.00","$51,617.00","$24,392.16","2014-12-31"
"C00527309","MARTHA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00527309","","REPRESENTATIVE MARTHA ROBY","$45,100.00","$42,146.70","$7,884.20","2014-12-31"
"C00332890","MARY BONO COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00332890","","","$8,644.30","$29,519.20","$37,622.40","2014-12-31"
"C00365338","MARY'S POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00365338","BONO MACK, MARY","BONO MACK","$5,084.90","$45,977.20","$.33","2014-12-31"
"C00417295","MASS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417295","CAPUANO, MICHAEL E","","$46,505.70","$35,158.50","$21,016.41","2014-12-31"
"C00495317","MICHIGAN FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495317","BENISHEK, DR. DANIEL J.","BENISHEK","$38,000.00","$40,527.00","$4,745.10","2014-12-31"
"C00502096","MICHIGAN'S FUTURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502096","DAN KILDEE, DANEIL","DAN KILDEE","$70,300.00","$64,934.70","$9,515.90","2014-12-31"
"C00486860","MIDDLE CLASS AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486860","","DAN LIPINSKI FOR CONGRESS","$59,000.00","$41,532.00","$27,826.00","2014-12-31"
"C00345199","MIDNIGHT SUN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00345199","YOUNG, DONALD","YOUNG","$94,549.40","$136,971.80","$17,157.39","2014-12-31"
"C00416131","MIDWEST VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416131","FRANKEN, AL","FRANKEN","$638,389.80","$747,120.70","$57,898.19","2014-12-31"
"C00410936","MILL TO THE HILL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410936","MICHAUD, MICHAEL","MICHAUD","$29,750.00","$29,948.70",,"2014-09-30"
"C00412320","MINT POLITICAL ACTION COMMITTEE (MINT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00412320","DEMINT, JAMES W","DEMINT",,"$23,639.00",,"2014-06-30"
"C00465112","MISSION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00465112","","LOIS G CAPPS","$20,000.00","$8,647.30","$21,168.44","2014-12-31"
"C00431122","MISSOURIANS FOR ACCOUNTABILITY AND CHANGE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00431122","MCCASKILL, CLAIRE","MCCASKILL","$295,300.00","$257,550.30","$57,313.05","2014-12-31"
"C00402255","MODERATE VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00402255","","DENNIS CARDOZA",,"$6,705.70",,"2013-06-14"
"C00507640","MONADNOCK POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00507640","","",,"$8,275.50","$5,406.96","2014-12-31"
"C00507574","MOTOR CITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00507574","PETERS, GARY","PETERS","$341,811.20","$204,325.40","$154,786.27","2014-12-31"
"C00459651","MOUNTAINEER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459651","","JOHN D. ROCKEFELLER, IV","$103,750.00","$117,103.50",,"2013-08-28"
"C00375451","MOVING AMERICA FORWARD","http://docquery.fec.gov/cgi-bin/fecimg/?C00375451","NELSON, BILL","NELSON","$403,050.00","$395,827.70","$34,720.45","2014-12-31"
"C00563726","MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00563726","SMITH, JASON","SMITH","$114,450.00","$101,263.90","$13,186.09","2014-12-31"
"C00459925","MURPHPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459925","MURPHY, CHRISTOPHER","MURPHY","$363,558.20","$345,191.30","$28,896.46","2014-12-31"
"C00403592","NARRAGANSETT BAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00403592","","JOHN F. REED","$353,287.00","$349,993.50","$19,947.25","2014-12-31"
"C00302588","NATIONAL LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00302588","","CHARLES RANGEL","$88,560.00","$87,930.60","$26,372.87","2014-12-31"
"C00366419","NEBRASKA LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00366419","","E. BENJAMIN NELSON","$6.60","$8,747.70","$41,155.28","2014-12-31"
"C00489831","NEW ECONOMY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489831","HIGGINS, BRIAN","HIGGINS","$48,098.00","$42,251.50","$9,677.80","2014-12-31"
"C00566059","NEW ENERGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566059","SWALWELL, ERIC MICHAEL","SWALWELL","$35,600.00","$6,643.50","$28,956.50","2014-12-31"
"C00391458","NEW JERSEY FIRST","http://docquery.fec.gov/cgi-bin/fecimg/?C00391458","LAUTENBERG, FRANK","LAUTENBERG 20 YEARS COMMITTEE",,"$1,050.00","$24,046.15","2014-12-31"
"C00470930","NEW LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00470930","NEWELL, FELTON","FELTON NEWELL",,"$930.00",,"2013-12-31"
"C00349233","NEW MILLENNIUM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00349233","","ROBERT MENENDEZ","$444,727.80","$458,030.80","$141,791.52","2014-12-31"
"C00398750","NEW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00398750","","NUNES VICTORY FUND","$602,594.30","$496,079.00","$190,592.18","2014-12-31"
"C00459123","NEW PIONEERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459123","WALDEN, GREGORY P","WALDEN","$917,564.70","$891,098.50","$71,798.39","2014-12-31"
"C00452763","NEW SOUTH LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452763","BUTTERFIELD, GK","BUTTERFIELD","$96,000.00","$37,142.10","$72,613.49","2014-12-31"
"C00375691","NEW VISION AMERICA FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00375691","HONDA, MIKE","HONDA","$105,988.70","$116,678.60","$4,604.13","2014-12-31"
"C00545236","NEW VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00545236","","UNITED STATES REPRESENTATIVE JOYCE BEATTY","$20,000.00","$13,966.00","$6,034.00","2014-12-31"
"C00413716","NEW YORK JOBS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00413716","","STEVE ISRAEL","$470,067.00","$478,296.90","$20,687.62","2014-12-31"
"C00343947","NEXT CENTURY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00343947","","RMF-NCF 2013 COMMITTEE","$973,456.90","$1,017,735.50","$258,116.42","2014-12-31"
"C00492983","NUTMEG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492983","BLUMENTHAL, RICHARD","BLUMENTHAL","$468,058.10","$419,251.00","$68,445.30","2014-12-31"
"C00397067","OCEAN STATE POLITICAL ACTION COMMITTEE (OSPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00397067","LANGEVIN, JAMES R","LANGEVIN","$65,000.00","$67,622.60","$10,218.40","2014-12-31"
"C00431601","OCEANS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431601","WHITEHOUSE, SHELDON","WHITEHOUSE","$722,610.20","$714,607.30","$22,392.82","2014-12-31"
"C00424358","OCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00424358","","JOHN CAMPBELL","$12,500.00","$20,232.60","$2,701.69","2014-12-31"
"C00356378","OHIO USA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00356378","","BUCKEYE PAC","$14,731.00","$294,881.60","$53,835.28","2014-12-31"
"C00571208","ONE GEORGIA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571208","PERDUE, DAVID","PERDUE",,,,"2014-12-31"
"C00403071","ONE VOICE","http://docquery.fec.gov/cgi-bin/fecimg/?C00403071","LEE, BARBARA","LEE","$29,400.00","$29,892.30","$1,149.79","2014-12-31"
"C00551853","OORAH! POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00551853","YOUNG, TODD","YOUNG","$146,301.00","$97,509.70","$48,791.29","2014-12-31"
"C00460972","OPPORTUNITY & RENEWAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00460972","MERKLEY, JEFFREY","MERKLEY","$257,153.60","$264,674.60","$1,555.02","2014-12-31"
"C00235572","OPPORTUNITY AND RESPONSIBILITY RESTORED IN OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00235572","HATCH, ORRIN G","HATCH","$1,428,521.30","$1,037,511.70","$639,963.44","2014-12-31"
"C00528885","PA JOBS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528885","","",,"$609.00",,"2013-11-12"
"C00542175","PAC DESIGNED TO CONFUSE THE PUBLIC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542175","","QUEWL LLC","$50.00",,"$50.00","2014-01-01"
"C00342048","PAC FOR A CHANGE","http://docquery.fec.gov/cgi-bin/fecimg/?C00342048","","BARBARA BOXER","$1,129,172.00","$1,134,652.50","$198,572.95","2014-12-31"
"C00344234","PAC TO THE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00344234","","NANCY PELOSI","$1,229,800.00","$864,312.90","$561,670.96","2014-12-31"
"C00414631","PALMETTO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00414631","SPRATT, JOHN","",,"$524.00","$20.12","2013-03-31"
"C00562256","PARAGRAPH TWO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00562256","","LUKE MESSER VICTORY FUND","$17,550.00","$13,917.50","$3,632.46","2014-12-31"
"C00522318","PATRIOT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00522318","","STEVEN PALAZZO","$29,800.00","$14,933.70","$14,866.32","2014-12-31"
"C00531590","PATRIOTS IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?C00531590","WILLIAMS, ROGER","WILLIAMS","$175,845.20","$159,668.40","$19,597.63","2014-12-31"
"C00526046","PATRIOTS LEADING A MAJORITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00526046","","PATRICK L MEEHAN","$47,900.00","$31,600.00","$18,800.00","2014-12-31"
"C00525824","PEACE THROUGH STRENGTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525824","","DUNCAN D HUNTER","$109,100.00","$69,196.80","$59,403.23","2014-12-31"
"C00569921","PEACH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569921","COLLINS, DOUGLAS ALLEN","COLLINS","$5,000.00","$4,012.00","$988.00","2014-12-31"
"C00420919","PEAK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00420919","","UDALL FOR COLORADO","$506,636.20","$465,219.80","$65,033.90","2014-12-31"
"C00417584","PENGUIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417584","","TIM RYAN","$105,500.00","$56,986.40","$55,169.56","2014-12-31"
"C00557850","PENINSULA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00557850","","THE HONORABLE ANNA ESHOO","$626,124.60","$535,979.30","$90,145.34","2014-12-31"
"C00363770","PEOPLE FOR ENTERPRISE TRADE AND ECONOMIC GROWTH (PETE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363770","","AMERICAN VICTORY COMMITTEE","$559,315.30","$578,525.20","$25,384.00","2014-12-31"
"C00447581","PEOPLE HELPING ILLINOIS LEAD","http://docquery.fec.gov/cgi-bin/fecimg/?C00447581","","PHIL HARE","$5,000.00","$6,787.60","$1,854.53","2014-12-31"
"C00248948","PEOPLE HELPING PEOPLE","http://docquery.fec.gov/cgi-bin/fecimg/?C00248948","WATERS, MAXINE","","$66,538.00","$71,942.10","$890.11","2014-12-31"
"C00468512","PEOPLE'S PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00468512","WOOLSEY, LYNN","WOOLSEY",,"$2,382.50",,"2013-03-31"
"C00410092","PEOPLE'S VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410092","","TAMMY BALDWIN VICTORY COMMITTEE","$351,658.60","$355,363.60","$5,373.69","2014-12-31"
"C00544254","PERIMETER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00544254","DUCKWORTH, TAMMY","DUCKWORTH","$134,865.00","$132,904.60","$1,960.45","2014-12-31"
"C00539601","PINEAPPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00539601","HIRONO, MAZIE","HIRONO","$240,250.00","$231,148.50","$13,901.19","2014-12-31"
"C00452771","PIONEER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452771","","","$43,000.00","$32,096.90","$14,670.98","2014-12-31"
"C00325357","PIONEER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00325357","TIBERI, PATRICK","TIBERI","$1,117,206.20","$1,072,930.80","$129,127.20","2014-12-31"
"C00402172","PITTSPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402172","PITTS, JOSEPH","PITTS","$104,975.00","$116,298.00","$19,892.43","2014-12-31"
"C00453993","PONO PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00453993","","DANIEL K AKAKA",,"$4,875.30",,"2014-04-16"
"C00483826","PR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00483826","","",,"$4,062.50",,"2014-05-02"
"C00347195","PRAIRIE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00347195","","RICHARD J. DURBIN","$751,550.00","$863,082.30","$37,747.98","2014-12-31"
"C00557579","PRAIRIELAND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00557579","","MICHAEL O JOHANNS","$46,750.00","$46,750.00",,"2014-12-31"
"C00457689","PRAIRIELAND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00457689","","MICHAEL O JOHANNS",,"$22,718.40",,"2013-03-31"
"C00383869","PRESERVING AMERICA'S TRADITIONS (PATPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00383869","ROBERTS, PAT","","$397,679.50","$357,672.70","$70,794.15","2014-12-31"
"C00388694","PRIORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00388694","PRYOR, MARK","PRYOR","$553,285.90","$520,072.20","$57,076.91","2014-12-31"
"C00351056","PROGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00351056","VELAZQUEZ, M.","VELAZQUEZ","$7,500.00","$12,000.00","$7,829.46","2014-12-31"
"C00417493","PROGRESSIVE AMERICANS FOR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00417493","","DEFAZIO FOR CONGRESS","$71,553.00","$74,206.60","$9,197.73","2014-12-31"
"C00381806","PROGRESSIVE CHOICES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381806","SCHAKOWSKY, JANICE D","","$215,275.00","$204,716.10","$16,165.49","2014-12-31"
"C00406553","PROGRESSIVE VOTERS OF AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00406553","SANDERS, BERNARD","","$535,198.60","$405,283.50","$134,048.52","2014-12-31"
"C00508010","PROGRESSIVES ADVANCING UNITED LEADERSHIP AKA PAUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00508010","TONKO, PAUL","TONKO","$52,230.00","$45,046.10","$13,206.66","2014-12-31"
"C00528992","PROMISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528992","FUDGE, MARCIA","FUDGE","$85,000.00","$64,738.50","$27,028.26","2014-12-31"
"C00440032","PROMOTING OUR REPUBLICAN TEAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00440032","","PORTMAN VICTORY COMMITTEE","$873,125.70","$1,074,147.50","$128,726.54","2014-12-31"
"C00529149","PROSPER NEW YORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00529149","","HON RICHARD HANNA","$13,000.00","$10,105.00","$5,603.44","2014-12-31"
